"id","inward_dt","unit","inward_no","item_mark","vakkal","lot_no","no_of_cartons","weight_kg","total_inventory_kgs","group_name","item_description","storage_location","exporter","last_purchase_rate","value","created_at","updated_at"
112,"2025-07-29","D-39","GR7485","MARQUIS SAWN 22+SP","-","150930","44.00","10.000","440.00","Macadamia","Macadamia Vanilla Whole - 320* Cut","Savla","0","625.00","275000.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
113,"2025-07-30","D-39","GR7579","STYLE 4 L COOKED P","-","151105","4.00","11.340","45.00","Macadamia","Macadamia Roasted Salted - Size 4","Savla","0","1500.00","68040.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
114,"2025-08-04","D-39","GR7901","DRY ROAST","STYLE -6","151709","1.00","11.340","11.00","Macadamia","Macadamia Roasted - Size 6","Savla","0","900.00","10206.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
115,"2025-08-05","D-39","GR7967","MEDURI","WHOLE","151836","6.00","4.540","27.00","Cranberry","Dried Cranberry Whole","Savla","Tajir","890.00","24243.60","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
116,"2025-08-26","D-39","GR9080","-","0 L","153333","3.00","11.340","34.00","Macadamia","Macadamia Roasted - Size 0","Savla","0","1790.00","60895.80","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
117,"2025-09-29","D-514","GR4577","DEGL.NOOR BRANCH(6903","502420403","7232","198.00","5.000","990.00","Premium Dates","Deglet Dates","Savla","Hadiklaim","527.00","521730.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
118,"2025-09-29","D-514","GR4577","DEGL.NOOR BRANCH(6902","552420400","7231","198.00","5.000","990.00","Premium Dates","Deglet Dates","Savla","Hadiklaim","527.00","521730.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
119,"2025-10-09","D-39","GR11994","MEDURI","WHOLE 090191","160135","30.00","4.540","136.00","Cranberry","Dried Cranberry Whole","Savla","Tajir","890.00","121218.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
120,"2025-10-10","D-514","GR4846","MEDJOUL NO-2","MIX","7760","249.00","5.000","1245.00","Premium Dates","Off-Grade Dates","Savla","0","200.00","249000.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
121,"2025-10-20","D-39","GR12735","GDT-26","-","162411","6.00","15.000","90.00","Raisins","Indian Green Raisins","Savla","0","420.00","37800.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
122,"2025-10-28","D-39","GR13070","ORGANIK LARGE","-","162095","723.00","5.000","3615.00","Organic Dates","Aldaka Medjoul Large","Savla","NAKHEEL","900.77","3256283.60","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
123,"2025-10-28","D-39","GR13070","ORGANIK JUMBO","-","162094","680.00","5.000","3400.00","Organic Dates","Aldaka Medjoul Jumbo","Savla","NAKHEEL","1089.42","3704028.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
124,"2025-10-29","D-39","GR13135","ORGANIK LARGE","-","162095","16.00","5.000","80.00","Organic Dates","Aldaka Medjoul Large","Savla","NAKHEEL","900.77","72061.60","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
125,"2025-11-03","D-39","GR13525","MARQUIS","STYLE SAWN 22","164947","4.00","10.000","40.00","Macadamia","Macadamia Vanilla Whole - 320* Cut","Savla","0","625.00","25000.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
126,"2025-11-08","D-39","GR13952","KING SALOMAN JUNR JTC","502556537","165912","10.00","5.000","50.00","Premium Dates","Medjoul Dates Junior","Savla","Hadiklaim","613.00","30650.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
127,"2025-11-15","D-514","GR5756","ORAGANIC SEQCE LARGE","-","9498","23.00","5.000","115.00","Organic Dates","Organic Seqee Premium Large","Savla","NAKHEEL","565.00","64975.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
128,"2025-11-15","D-514","GR5756","ORAGANIC WANUN JUMBO","-","9497","79.00","5.000","395.00","Organic Dates","Organic Wanan Premium Jumbo","Savla","NAKHEEL","845.00","333775.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
129,"2025-11-15","D-514","GR5756","WANUN LARGE ORGANIC","-","9496","45.00","5.000","225.00","Organic Dates","Organic Wanan Premium Large","Savla","NAKHEEL","635.00","142875.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
130,"2025-11-15","D-514","GR5756","ORGANIC KHIDRI S JUMBO","-","9495","73.00","5.000","365.00","Organic Dates","Organic Khidri Special Jumbo","Savla","NAKHEEL","732.00","267180.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
131,"2025-11-15","D-39","GR14575","AL BARAKAH KHALAS","VR","167587","500.00","10.000","5000.00","Economical Dates","AL BARAKAH KHALAS DATES","Savla","AL BARAKAH","116.00","580000.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
132,"2025-11-18","D-39","GR14753","MACADAMIA NUT K STYLE 1 L","-","167919","85.00","11.340","964.00","Macadamia","Macadamia Roasted - Size 1","Savla","0","1820.30","1754587.20","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
133,"2025-11-18","D-39","GR14753","MACADAMIA NUT K STYLE 0","-","167920","149.00","11.340","1690.00","Macadamia","Macadamia Roasted - Size 0","Savla","0","1964.45","3319252.60","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
134,"2025-11-18","D-39","GR14754","MACADAMIA MILK CHOCLATE","-","167915","54.00","7.500","405.00","Macadamia","Macadamia Nut Milk Chocolate","Savla","0","2859.54","1158113.70","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
135,"2025-11-18","D-39","GR14754","MACADAMIA DARK CHOLTES","-","167916","54.00","7.500","405.00","Macadamia","Macadamia Nut Dark Chocolate","Savla","0","2859.54","1158113.70","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
136,"2025-11-18","D-39","GR14754","HONEY ROASTED MACADAMIA","-","167917","40.00","10.000","400.00","Macadamia","Macadamia Nut Honey Roasted","Savla","0","2461.79","984716.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
137,"2025-11-18","D-39","GR14754","SWEET CHIILI MACA MIA NUTS","-","167918","40.00","10.000","400.00","Macadamia","Macadamia Nut Sweet Chilli","Savla","0","2461.79","984716.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
138,"2025-11-20","D-39","GR15015","-","SLICE","168348","57.00","11.340","646.00","Cranberry","Dried Cranberry Sliced","Savla","Tajir","365.00","235928.70","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
139,"2025-11-25","D-514","GR6001","DEGHLET","-","9976","10.00","5.000","50.00","Premium Dates","Deglet Dates","Savla","Hadiklaim","527.00","26350.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
140,"2025-11-25","D-514","GR5992","MDJL SUP JUMBO PR 9400","5025615467","9896","39.00","5.000","195.00","Premium Dates","Medjoul Dates Super Jumbo","Savla","Hadiklaim","1127.00","219765.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
141,"2025-11-25","D-514","GR6001","ORIENTAL","-","9977","24.00","5.000","120.00","Economical Dates","Deri Dates","Savla","Hadiklaim","303.00","36360.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
142,"2025-12-04","D-514","GR6226","MEDJOUL MIX BOX","-","10470","47.00","5.000","235.00","Premium Dates","WET DATES MEDJOUL BULK LARGE (5)","Savla","Hadiklaim","860.00","202100.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
143,"2025-12-06","D-514","GR6286","MEDJOUL LARGE","HM","10570","10.00","5.000","50.00","Premium Dates","Medjoul Large","Savla","Hadiklaim","860.00","43000.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
144,"2025-12-09","D-514","GR6353","BROWN BOX","-","10665","2.00","10.000","20.00","Macadamia","Macadamia Roasted - Size 6","Savla","0","900.00","18000.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
145,"2025-12-20","D-39","GR17097","SAAD CREAM PREMIUM","KHALAS-LI","174028","73.00","10.000","730.00","Economical Dates","AL BARAKAH KHALAS DATES","Savla","AL BARAKAH","116.00","84680.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
146,"2025-12-20","D-514","GR6624","MANIK WHITE(9524)","NB 777","11204","191.00","16.000","3056.00","Raisins","Afghan Black Raisins Seedless 1*2","Savla","0","370.00","1130720.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
147,"2025-12-30","D-39","GR17727","MEDURI CRANBERRY  WHOLE","-","175580","100.00","4.540","454.00","Cranberry","Dried Cranberry Whole","Savla","Tajir","890.00","404060.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
148,"2026-01-04","D-39","GR18051","SUPER JUMBO","502563489","176274","207.00","5.000","1035.00","Premium Dates","Medjoul Dates Super Jumbo","Savla","Hadiklaim","1140.00","1179900.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
149,"2026-01-04","D-39","GR18051","SUPER JUMBO","502563490","176267","103.00","5.000","515.00","Premium Dates","Medjoul Dates Super Jumbo","Savla","Hadiklaim","1140.00","587100.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
150,"2026-01-08","D-39","GR18320","NUTHILL","ARA","176905","54.00","5.000","270.00","Pistachios","Pista Kernel","Savla","0","1904.76","514285.20","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
151,"2026-01-09","D-514","GR7065","BROWN BOX MDJL BOB BON","4KGX2","11992","11.00","7.000","77.00","Premium Dates","Medjoul Dates Premium Bon Bon","Savla","0","1425.00","109725.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
152,"2026-01-10","D-39","GR18430","OCEAN SPRAY WHOLE","WHOLE","176901","251.00","11.340","2846.00","Cranberry","Dried Cranberry Whole","Savla","0","415.00","1181231.10","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
153,"2026-01-11","D-514","GR7106","MEDJOUL SUPER JUMBO","1350205472","12076","208.00","5.000","1040.00","Premium Dates","Medjoul Dates Super Jumbo","Savla","Hadiklaim","1152.00","1198080.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
154,"2026-01-11","D-514","GR7106","MEDJOUL SUPER JUMBO","1350205472.","12077","207.00","5.000","1035.00","Premium Dates","Medjoul Dates Super Jumbo","Savla","Hadiklaim","1152.00","1192320.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
155,"2026-01-14","D-39","GR18736","ROASST SALTED INSHELL","-","177605","24.00","10.000","240.00","Macadamia","MACADAMIA NIS - ROASTED SEA SALT","Savla","Crestnut","910.00","218400.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
156,"2026-01-14","D-39","GR18736","ROSEMARY & SEA SALL","B111","177604","24.00","10.000","240.00","Macadamia","MACADAMIA ROSEMARY & SEA SALT","Savla","Crestnut","1785.00","428400.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
157,"2026-01-14","D-39","GR18736","WASABI KERNAL","B105","177603","24.00","10.000","240.00","Macadamia","WASABI MACADAMIA STYLE 4","Savla","Crestnut","1785.00","428400.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
158,"2026-01-14","D-39","GR18736","FINGERLINE JALAPENO","B119","177602","25.00","10.000","250.00","Macadamia","MACADAMIA FINGER LIME & JALAPENO","Savla","Crestnut","1785.00","446250.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
159,"2026-01-15","D-39","GR18760","CALIFORNIA PISTACHIOS","25# JTC","177590","94.00","11.340","1066.00","Pistachios","California Pista Inshell","Savla","JTC","1040.00","1108598.40","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
160,"2026-01-15","D-39","GR18760","WHITE BAG BLACK PATTI","26-28 JTC","177591","117.00","50.000","5850.00","Pistachios","Pista Inshell Iranian 26-28","Savla","JTC","1000.00","5850000.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
161,"2026-01-15","D-39","GR18760","WHITE BAG BLACK PATTI","26-28 JTC","177591","68.00","50.000","3400.00","Pistachios","Pista Inshell Iranian 26-28","Savla","JTC","1000.00","3400000.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
162,"2026-01-15","D-39","GR18760","CALIFORNIA PISTACHIOS","25# JTC","177590","108.00","11.340","1225.00","Pistachios","California Pista Inshell","Savla","JTC","1040.00","1273708.80","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
163,"2026-01-15","D-39","GR18760","CALIFORNIA PISTACHIOS","25# JTC","177590","77.00","11.340","873.00","Pistachios","California Pista Inshell","Savla","JTC","1040.00","908107.20","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
164,"2026-01-15","D-39","GR18760","CALIFORNIA PISTACHIOS","25# JTC","177590","81.00","11.340","919.00","Pistachios","California Pista Inshell","Savla","JTC","1040.00","955281.60","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
165,"2026-01-15","D-39","GR18760","CALIFORNIA PISTACHIOS","25# JTC","177590","77.00","11.340","873.00","Pistachios","California Pista Inshell","Savla","JTC","1040.00","908107.20","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
166,"2026-01-15","D-39","GR18760","CALIFORNIA PISTACHIOS","25# JTC","177590","86.00","11.340","975.00","Pistachios","California Pista Inshell","Savla","JTC","1040.00","1014249.60","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
167,"2026-01-15","D-39","GR18760","CALIFORNIA PISTACHIOS","25# JTC","177590","77.00","11.340","873.00","Pistachios","California Pista Inshell","Savla","JTC","1040.00","908107.20","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
168,"2026-01-16","D-39","GR18828","AMERILAN","SLICED","177834","4.00","11.340","45.00","Cranberry","Dried Cranberry Sliced","Savla","0","340.00","15422.40","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
169,"2026-01-16","D-39","GR18828","CARTER","SHELLED","177832","59.00","13.510","797.00","Pecan Nut","Pecan Nuts","Savla","0","1425.00","1135853.30","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
170,"2026-01-18","D-39","GR18900","OCEANSPRAY WH98008","-","177973","300.00","11.340","3402.00","Cranberry","Dried Cranberry Whole","Savla","0","415.00","1411830.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
171,"2026-01-19","D-39","GR18995","OCEANSPRAY","SLICE","178086","400.00","11.340","4536.00","Cranberry","Dried Cranberry Whole","Savla","0","425.00","1927800.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
172,"2026-01-20","D-514","GR7309","ORIENTAL DATE BROWN BOX","250 GM","12392","5.00","5.000","25.00","Economical Dates","King Solomon Oriental Dates 250g","Savla","Hadiklaim","340.00","8500.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
173,"2026-01-27","D-514","GR7474","MDJL LARGE","602504579","10570","50.00","5.000","250.00","Premium Dates","Medjoul Large","Savla","Hadiklaim","860.00","215000.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
174,"2026-01-27","D-39","GR19424","CEAN-SPRAY","SLICE","164028","27.00","11.340","306.00","Cranberry","Cranberry Slice Apple Infused","Savla","Tajir","470.00","143904.60","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
175,"2026-01-31","D-39","GR19678","OCEANS PRAY","WHOLE","179566","856.00","11.340","9707.00","Cranberry","Dried Cranberry Whole","Savla","Tajir","425.00","4125492.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
176,"2026-02-03","D-39","GR19830","442500874","LARGE PREMIUM","179931","208.00","5.000","1040.00","Premium Dates","Medjoul Dates Large","Savla","Hadiklaim","871.20","906048.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
177,"2026-02-03","D-39","GR19830","4425800881","LARGE PREMIUM","179932","208.00","5.000","1040.00","Premium Dates","Medjoul Dates Large","Savla","Hadiklaim","871.20","906048.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
178,"2026-02-03","D-39","GR19830","442501138","LARGE PREMIUM","179934","208.00","5.000","1040.00","Premium Dates","Medjoul Dates Large","Savla","Hadiklaim","871.20","906048.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
179,"2026-02-03","D-39","GR19830","602815562","MEDIUM PREMIU","179935","78.00","5.000","390.00","Premium Dates","Medjoul Dates Medium","Savla","Hadiklaim","753.28","293779.20","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
180,"2026-02-03","D-39","GR19830","562572313","MEDIUM PREMIU","179963","128.00","5.000","640.00","Premium Dates","Medjoul Dates Medium","Savla","Hadiklaim","753.28","482099.20","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
181,"2026-02-03","D-514","GR7640","MEDJOUL MEDIUM","500 GM","12977","12.00","8.000","96.00","Premium Dates","King Solomon Medjoul Dates Medium 500g","Savla","Hadiklaim","850.00","81600.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
182,"2026-02-03","D-514","GR7640","MEDJOUL JUNIOR","500 GM","12979","8.00","8.000","64.00","Premium Dates","King Solomon Medjoul Junior 500g","Savla","Hadiklaim","700.00","44800.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
183,"2026-02-03","D-39","GR19837","AMERICAN-CARTER MIX BOX","-","179980","7.00","13.600","95.00","Pecan Nut","Pecan Nuts","Savla","0","1425.00","135660.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
184,"2026-02-03","D-39","GR19830","602514203","S J PREMIUM","179917","208.00","5.000","1040.00","Premium Dates","Medjoul Dates Super Jumbo","Savla","Hadiklaim","1152.00","1198080.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
185,"2026-02-03","D-39","GR19830","672526173","DERI ORIENTAL","179919","108.00","5.000","540.00","Economical Dates","Deri Dates","Savla","Hadiklaim","303.00","163620.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
186,"2026-02-03","D-39","GR19830","442500878","LARGE PREMIUM","179921","77.00","5.000","385.00","Premium Dates","Medjoul Dates Large","Savla","Hadiklaim","871.20","335412.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
187,"2026-02-03","D-39","GR19830","602514202","S J PREMIUM","179923","208.00","5.000","1040.00","Premium Dates","Medjoul Dates Super Jumbo","Savla","Hadiklaim","1152.00","1198080.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
188,"2026-02-03","D-39","GR19830","672526172","DERI ORIENTAL","179924","196.00","5.000","980.00","Economical Dates","Deri Dates","Savla","Hadiklaim","303.00","296940.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
189,"2026-02-03","D-39","GR19830","602503294","MEDIUM PREMIU","179927","184.00","5.000","920.00","Premium Dates","Medjoul Dates Medium","Savla","Hadiklaim","753.28","693017.60","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
190,"2026-02-03","D-39","GR19830","442500884","LARGE PREMIUM","179928","116.00","5.000","580.00","Premium Dates","Medjoul Dates Large","Savla","Hadiklaim","871.20","505296.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
191,"2026-02-03","D-39","GR19830","442500930","LARGE PREMIUM","179929","208.00","5.000","1040.00","Premium Dates","Medjoul Dates Large","Savla","Hadiklaim","871.20","906048.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
192,"2026-02-03","D-39","GR19830","442500872","LARGE PREMIUM","179930","208.00","5.000","1040.00","Premium Dates","Medjoul Dates Large","Savla","Hadiklaim","871.20","906048.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
193,"2026-02-04","D-39","GR19922","BROWN","MIDGET","180127","33.00","20.000","660.00","Brazil Nut","Brazil Nut","Savla","0","2401.00","1584660.00","2026-02-18 12:46:25.597185","2026-02-18 12:46:25.597185"
